"SAMPLE","CASEID","IDHSPID","IDHSHID","HHID","HHNUM","PSU","STRATA","DOMAIN","PERWEIGHT","DVWEIGHT","URBAN","CLUSTERNO","DISTRICT","RESIDENT","ELECTRCHH","COOKFUEL","HUSJOB","EDUCLVL","SAMPLESTR","DHSID"
2884,"          20020  2","   2884       20020  2","   2884       20020","          20020",20,200,162,3,0.550048,,2,200,2,1,1,520,61,2,"2884","GH200300000200"
2884,"          20020  3","   2884       20020  3","   2884       20020","          20020",20,200,162,3,0.550048,,2,200,2,1,1,520,99,1,"2884","GH200300000200"
2884,"          201 3  1","   2884       201 3  1","   2884       201 3","          201 3",3,201,6,2,1.046709,,2,201,5,1,1,530,20,0,"2884","GH200300000201"
2884,"          201 4  1","   2884       201 4  1","   2884       201 4","          201 4",4,201,6,2,1.046709,,2,201,5,1,0,530,40,1,"2884","GH200300000201"
2884,"          201 6  1","   2884       201 6  1","   2884       201 6","          201 6",6,201,6,2,1.046709,,2,201,5,1,1,530,61,2,"2884","GH200300000201"
2884,"          201 9  1","   2884       201 9  1","   2884       201 9","          201 9",9,201,6,2,1.046709,,2,201,5,1,1,530,61,2,"2884","GH200300000201"
2884,"          20111  2","   2884       20111  2","   2884       20111","          20111",11,201,6,2,1.046709,,2,201,5,1,0,530,40,2,"2884","GH200300000201"
2884,"          20112  2","   2884       20112  2","   2884       20112","          20112",12,201,6,2,1.046709,,2,201,5,1,1,530,40,1,"2884","GH200300000201"
2884,"          20113  2","   2884       20113  2","   2884       20113","          20113",13,201,6,2,1.046709,,2,201,5,1,0,530,50,0,"2884","GH200300000201"
2884,"          20115  2","   2884       20115  2","   2884       20115","          20115",15,201,6,2,1.046709,,2,201,5,1,0,530,40,0,"2884","GH200300000201"
2884,"          20118  2","   2884       20118  2","   2884       20118","          20118",18,201,6,2,1.046709,,2,201,5,1,1,530,40,1,"2884","GH200300000201"
2884,"          20120  2","   2884       20120  2","   2884       20120","          20120",20,201,6,2,1.046709,,2,201,5,1,0,530,40,0,"2884","GH200300000201"
2884,"          20120  3","   2884       20120  3","   2884       20120","          20120",20,201,6,2,1.046709,,2,201,5,1,0,530,61,2,"2884","GH200300000201"
2884,"          202 2  3","   2884       202 2  3","   2884       202 2","          202 2",2,202,19,7,1.316944,,1,202,7,1,1,530,99,2,"2884","GH200300000202"
2884,"          202 2  4","   2884       202 2  4","   2884       202 2","          202 2",2,202,19,7,1.316944,,1,202,7,1,1,530,99,2,"2884","GH200300000202"
2884,"          202 2  5","   2884       202 2  5","   2884       202 2","          202 2",2,202,19,7,1.316944,,1,202,7,1,1,530,99,2,"2884","GH200300000202"
2884,"          202 3  2","   2884       202 3  2","   2884       202 3","          202 3",3,202,19,7,1.316944,,1,202,7,1,1,530,61,2,"2884","GH200300000202"
2884,"          202 4  2","   2884       202 4  2","   2884       202 4","          202 4",4,202,19,7,1.316944,,1,202,7,1,0,530,40,1,"2884","GH200300000202"
2884,"          202 5  1","   2884       202 5  1","   2884       202 5","          202 5",5,202,19,7,1.316944,,1,202,7,1,1,520,99,2,"2884","GH200300000202"
2884,"          202 6  2","   2884       202 6  2","   2884       202 6","          202 6",6,202,19,7,1.316944,,1,202,7,1,1,530,40,2,"2884","GH200300000202"
2884,"          202 7  1","   2884       202 7  1","   2884       202 7","          202 7",7,202,19,7,1.316944,,1,202,7,1,1,530,20,0,"2884","GH200300000202"
2884,"          202 8  4","   2884       202 8  4","   2884       202 8","          202 8",8,202,19,7,1.316944,,1,202,7,1,1,530,99,2,"2884","GH200300000202"
2884,"          202 9  1","   2884       202 9  1","   2884       202 9","          202 9",9,202,19,7,1.316944,,1,202,7,1,0,530,32,1,"2884","GH200300000202"
2884,"          202 9  3","   2884       202 9  3","   2884       202 9","          202 9",9,202,19,7,1.316944,,1,202,7,1,0,530,99,2,"2884","GH200300000202"
2884,"          20210  1","   2884       20210  1","   2884       20210","          20210",10,202,19,7,1.316944,,1,202,7,1,1,530,20,2,"2884","GH200300000202"
2884,"          20211  3","   2884       20211  3","   2884       20211","          20211",11,202,19,7,1.316944,,1,202,7,1,1,530,99,2,"2884","GH200300000202"
2884,"          20211  4","   2884       20211  4","   2884       20211","          20211",11,202,19,7,1.316944,,1,202,7,1,1,530,99,2,"2884","GH200300000202"
2884,"          20212  2","   2884       20212  2","   2884       20212","          20212",12,202,19,7,1.316944,,1,202,7,1,1,530,20,2,"2884","GH200300000202"
2884,"          20213  2","   2884       20213  2","   2884       20213","          20213",13,202,19,7,1.316944,,1,202,7,1,1,530,40,2,"2884","GH200300000202"
2884,"          20213  7","   2884       20213  7","   2884       20213","          20213",13,202,19,7,1.316944,,1,202,7,1,1,530,99,0,"2884","GH200300000202"
2884,"          20214  1","   2884       20214  1","   2884       20214","          20214",14,202,19,7,1.316944,,1,202,7,1,1,530,40,2,"2884","GH200300000202"
2884,"          20215  1","   2884       20215  1","   2884       20215","          20215",15,202,19,7,1.316944,,1,202,7,1,1,530,40,1,"2884","GH200300000202"
2884,"          20216  2","   2884       20216  2","   2884       20216","          20216",16,202,19,7,1.316944,,1,202,7,1,1,530,40,2,"2884","GH200300000202"
2884,"          20217  2","   2884       20217  2","   2884       20217","          20217",17,202,19,7,1.316944,,1,202,7,1,1,530,40,2,"2884","GH200300000202"
2884,"          20219  1","   2884       20219  1","   2884       20219","          20219",19,202,19,7,1.316944,,1,202,7,1,1,530,40,0,"2884","GH200300000202"
2884,"          20219  2","   2884       20219  2","   2884       20219","          20219",19,202,19,7,1.316944,,1,202,7,1,1,530,99,1,"2884","GH200300000202"
2884,"          20220  1","   2884       20220  1","   2884       20220","          20220",20,202,19,7,1.316944,,1,202,7,1,1,530,61,2,"2884","GH200300000202"
2884,"          203 4  2","   2884       203 4  2","   2884       203 4","          203 4",4,203,40,5,1.31778,,2,203,13,1,1,530,98,2,"2884","GH200300000203"
2884,"          203 5  1","   2884       203 5  1","   2884       203 5","          203 5",5,203,40,5,1.31778,,2,203,13,1,1,530,99,2,"2884","GH200300000203"
2884,"          203 7  2","   2884       203 7  2","   2884       203 7","          203 7",7,203,40,5,1.31778,,2,203,13,1,1,530,61,2,"2884","GH200300000203"
2884,"          20311  2","   2884       20311  2","   2884       20311","          20311",11,203,40,5,1.31778,,2,203,13,1,0,530,99,2,"2884","GH200300000203"
2884,"          20314  2","   2884       20314  2","   2884       20314","          20314",14,203,40,5,1.31778,,2,203,13,1,1,530,99,2,"2884","GH200300000203"
2884,"          20319  1","   2884       20319  1","   2884       20319","          20319",19,203,40,5,1.31778,,2,203,13,1,0,530,98,1,"2884","GH200300000203"
2884,"          204 2  3","   2884       204 2  3","   2884       204 2","          204 2",2,204,141,4,1.542554,,1,204,11,1,1,520,99,2,"2884","GH200300000204"
2884,"          204 2  4","   2884       204 2  4","   2884       204 2","          204 2",2,204,141,4,1.542554,,1,204,11,1,1,520,99,2,"2884","GH200300000204"
2884,"          204 2  5","   2884       204 2  5","   2884       204 2","          204 2",2,204,141,4,1.542554,,1,204,11,1,1,520,99,2,"2884","GH200300000204"
2884,"          204 2  6","   2884       204 2  6","   2884       204 2","          204 2",2,204,141,4,1.542554,,1,204,11,1,1,520,99,2,"2884","GH200300000204"
2884,"          204 2  7","   2884       204 2  7","   2884       204 2","          204 2",2,204,141,4,1.542554,,1,204,11,1,1,520,99,2,"2884","GH200300000204"
2884,"          204 2  8","   2884       204 2  8","   2884       204 2","          204 2",2,204,141,4,1.542554,,1,204,11,1,1,520,99,2,"2884","GH200300000204"
2884,"          204 3  1","   2884       204 3  1","   2884       204 3","          204 3",3,204,141,4,1.542554,,1,204,11,1,1,520,61,2,"2884","GH200300000204"
2884,"          204 8  2","   2884       204 8  2","   2884       204 8","          204 8",8,204,141,4,1.542554,,1,204,11,1,1,520,61,1,"2884","GH200300000204"
2884,"          20411  2","   2884       20411  2","   2884       20411","          20411",11,204,141,4,1.542554,,1,204,11,1,0,530,61,0,"2884","GH200300000204"
2884,"          20411  3","   2884       20411  3","   2884       20411","          20411",11,204,141,4,1.542554,,1,204,11,1,0,530,99,0,"2884","GH200300000204"
2884,"          20412  1","   2884       20412  1","   2884       20412","          20412",12,204,141,4,1.542554,,1,204,11,1,1,520,99,1,"2884","GH200300000204"
2884,"          20414  2","   2884       20414  2","   2884       20414","          20414",14,204,141,4,1.542554,,1,204,11,1,0,520,32,2,"2884","GH200300000204"
2884,"          20417  1","   2884       20417  1","   2884       20417","          20417",17,204,141,4,1.542554,,1,204,11,1,1,520,31,3,"2884","GH200300000204"
2884,"          20418  1","   2884       20418  1","   2884       20418","          20418",18,204,141,4,1.542554,,1,204,11,1,0,520,32,0,"2884","GH200300000204"
2884,"          20418  2","   2884       20418  2","   2884       20418","          20418",18,204,141,4,1.542554,,1,204,11,1,0,520,99,1,"2884","GH200300000204"
2884,"          205 7  2","   2884       205 7  2","   2884       205 7","          205 7",7,205,164,6,1.84103,,2,205,9,1,1,520,20,2,"2884","GH200300000205"
2884,"          205 8  2","   2884       205 8  2","   2884       205 8","          205 8",8,205,164,6,1.84103,,2,205,9,1,0,530,61,0,"2884","GH200300000205"
2884,"          20510  1","   2884       20510  1","   2884       20510","          20510",10,205,164,6,1.84103,,2,205,9,1,1,530,61,2,"2884","GH200300000205"
2884,"          20513  1","   2884       20513  1","   2884       20513","          20513",13,205,164,6,1.84103,,2,205,9,1,0,520,61,2,"2884","GH200300000205"
2884,"          20514  2","   2884       20514  2","   2884       20514","          20514",14,205,164,6,1.84103,,2,205,9,1,1,530,99,2,"2884","GH200300000205"
2884,"          20514  5","   2884       20514  5","   2884       20514","          20514",14,205,164,6,1.84103,,2,205,9,1,1,530,99,2,"2884","GH200300000205"
2884,"          20516  1","   2884       20516  1","   2884       20516","          20516",16,205,164,6,1.84103,,2,205,9,1,1,220,40,3,"2884","GH200300000205"
2884,"          20516  2","   2884       20516  2","   2884       20516","          20516",16,205,164,6,1.84103,,2,205,9,1,1,220,99,2,"2884","GH200300000205"
2884,"          20516  5","   2884       20516  5","   2884       20516","          20516",16,205,164,6,1.84103,,2,205,9,1,1,220,99,2,"2884","GH200300000205"
2884,"          206 1  2","   2884       206 1  2","   2884       206 1","          206 1",1,206,85,7,0.399031,,2,206,13,1,0,530,40,1,"2884","GH200300000206"
2884,"          206 1  5","   2884       206 1  5","   2884       206 1","          206 1",1,206,85,7,0.399031,,2,206,13,1,0,530,99,1,"2884","GH200300000206"
2884,"          206 1  6","   2884       206 1  6","   2884       206 1","          206 1",1,206,85,7,0.399031,,2,206,13,1,0,530,40,1,"2884","GH200300000206"
2884,"          206 2  2","   2884       206 2  2","   2884       206 2","          206 2",2,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          206 3  2","   2884       206 3  2","   2884       206 3","          206 3",3,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          206 4  2","   2884       206 4  2","   2884       206 4","          206 4",4,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          206 5  2","   2884       206 5  2","   2884       206 5","          206 5",5,206,85,7,0.399031,,2,206,13,1,0,530,40,1,"2884","GH200300000206"
2884,"          206 6  2","   2884       206 6  2","   2884       206 6","          206 6",6,206,85,7,0.399031,,2,206,13,1,0,530,40,2,"2884","GH200300000206"
2884,"          206 6  6","   2884       206 6  6","   2884       206 6","          206 6",6,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          206 6 10","   2884       206 6 10","   2884       206 6","          206 6",6,206,85,7,0.399031,,2,206,13,1,0,530,40,1,"2884","GH200300000206"
2884,"          206 7  2","   2884       206 7  2","   2884       206 7","          206 7",7,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          206 8  2","   2884       206 8  2","   2884       206 8","          206 8",8,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          20610  2","   2884       20610  2","   2884       20610","          20610",10,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          20612  1","   2884       20612  1","   2884       20612","          20612",12,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          20613  2","   2884       20613  2","   2884       20613","          20613",13,206,85,7,0.399031,,2,206,13,1,0,530,40,1,"2884","GH200300000206"
2884,"          20615  2","   2884       20615  2","   2884       20615","          20615",15,206,85,7,0.399031,,2,206,13,1,0,530,40,2,"2884","GH200300000206"
2884,"          20615  3","   2884       20615  3","   2884       20615","          20615",15,206,85,7,0.399031,,2,206,13,1,0,530,40,1,"2884","GH200300000206"
2884,"          20616  2","   2884       20616  2","   2884       20616","          20616",16,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          20618  2","   2884       20618  2","   2884       20618","          20618",18,206,85,7,0.399031,,2,206,13,1,0,530,40,0,"2884","GH200300000206"
2884,"          207 3  3","   2884       207 3  3","   2884       207 3","          207 3",3,207,140,3,1.104532,,1,207,1,1,1,220,99,3,"2884","GH200300000207"
2884,"          207 3  4","   2884       207 3  4","   2884       207 3","          207 3",3,207,140,3,1.104532,,1,207,1,1,1,220,99,2,"2884","GH200300000207"
2884,"          207 5  2","   2884       207 5  2","   2884       207 5","          207 5",5,207,140,3,1.104532,,1,207,1,1,1,520,32,1,"2884","GH200300000207"
2884,"          207 6  1","   2884       207 6  1","   2884       207 6","          207 6",6,207,140,3,1.104532,,1,207,1,1,1,410,62,2,"2884","GH200300000207"
2884,"          207 6  2","   2884       207 6  2","   2884       207 6","          207 6",6,207,140,3,1.104532,,1,207,1,1,1,410,99,2,"2884","GH200300000207"
2884,"          207 7  1","   2884       207 7  1","   2884       207 7","          207 7",7,207,140,3,1.104532,,1,207,1,1,1,220,31,2,"2884","GH200300000207"
2884,"          207 8  2","   2884       207 8  2","   2884       207 8","          207 8",8,207,140,3,1.104532,,1,207,1,1,1,520,98,1,"2884","GH200300000207"
2884,"          20710  2","   2884       20710  2","   2884       20710","          20710",10,207,140,3,1.104532,,1,207,1,1,0,520,32,2,"2884","GH200300000207"
2884,"          20710  4","   2884       20710  4","   2884       20710","          20710",10,207,140,3,1.104532,,1,207,1,1,0,520,99,2,"2884","GH200300000207"
2884,"          20711  1","   2884       20711  1","   2884       20711","          20711",11,207,140,3,1.104532,,1,207,1,1,1,220,99,2,"2884","GH200300000207"
2884,"          20712  1","   2884       20712  1","   2884       20712","          20712",12,207,140,3,1.104532,,1,207,1,1,1,220,32,1,"2884","GH200300000207"
2884,"          20712  2","   2884       20712  2","   2884       20712","          20712",12,207,140,3,1.104532,,1,207,1,1,1,220,99,2,"2884","GH200300000207"
2884,"          20712  5","   2884       20712  5","   2884       20712","          20712",12,207,140,3,1.104532,,1,207,1,1,1,220,99,2,"2884","GH200300000207"
2884,"          20712  6","   2884       20712  6","   2884       20712","          20712",12,207,140,3,1.104532,,1,207,1,1,1,220,99,2,"2884","GH200300000207"
2884,"          20715  2","   2884       20715  2","   2884       20715","          20715",15,207,140,3,1.104532,,1,207,1,1,1,220,32,2,"2884","GH200300000207"
2884,"          20717  2","   2884       20717  2","   2884       20717","          20717",17,207,140,3,1.104532,,1,207,1,1,1,520,32,1,"2884","GH200300000207"
2884,"          20718  2","   2884       20718  2","   2884       20718","          20718",18,207,140,3,1.104532,,1,207,1,1,1,520,40,1,"2884","GH200300000207"
2884,"          20719  2","   2884       20719  2","   2884       20719","          20719",19,207,140,3,1.104532,,1,207,1,1,1,520,32,0,"2884","GH200300000207"
2884,"          20719  3","   2884       20719  3","   2884       20719","          20719",19,207,140,3,1.104532,,1,207,1,1,1,520,99,0,"2884","GH200300000207"
2884,"          208 8  2","   2884       208 8  2","   2884       208 8","          208 8",8,208,117,4,0.673651,,2,208,10,1,0,530,61,1,"2884","GH200300000208"
2884,"          20810  1","   2884       20810  1","   2884       20810","          20810",10,208,117,4,0.673651,,2,208,10,1,0,530,40,0,"2884","GH200300000208"
2884,"          20810  2","   2884       20810  2","   2884       20810","          20810",10,208,117,4,0.673651,,2,208,10,1,0,530,99,1,"2884","GH200300000208"
2884,"          20812  2","   2884       20812  2","   2884       20812","          20812",12,208,117,4,0.673651,,2,208,10,1,0,530,40,1,"2884","GH200300000208"
2884,"          20813  2","   2884       20813  2","   2884       20813","          20813",13,208,117,4,0.673651,,2,208,10,1,0,530,40,0,"2884","GH200300000208"
2884,"          20814  2","   2884       20814  2","   2884       20814","          20814",14,208,117,4,0.673651,,2,208,10,1,0,530,40,0,"2884","GH200300000208"
2884,"          20815  2","   2884       20815  2","   2884       20815","          20815",15,208,117,4,0.673651,,2,208,10,1,0,530,40,0,"2884","GH200300000208"
2884,"          20816  2","   2884       20816  2","   2884       20816","          20816",16,208,117,4,0.673651,,2,208,10,1,0,530,40,2,"2884","GH200300000208"
2884,"          20818  2","   2884       20818  2","   2884       20818","          20818",18,208,117,4,0.673651,,2,208,10,1,0,530,40,1,"2884","GH200300000208"
2884,"          20818  7","   2884       20818  7","   2884       20818","          20818",18,208,117,4,0.673651,,2,208,10,2,0,530,61,0,"2884","GH200300000208"
2884,"          20818  8","   2884       20818  8","   2884       20818","          20818",18,208,117,4,0.673651,,2,208,10,1,0,530,99,0,"2884","GH200300000208"
2884,"          20820  2","   2884       20820  2","   2884       20820","          20820",20,208,117,4,0.673651,,2,208,10,1,0,530,20,0,"2884","GH200300000208"
2884,"          209 2  1","   2884       209 2  1","   2884       209 2","          209 2",2,209,125,4,0.545741,,1,209,3,1,0,530,20,0,"2884","GH200300000209"
2884,"          209 2  2","   2884       209 2  2","   2884       209 2","          209 2",2,209,125,4,0.545741,,1,209,3,1,0,530,99,2,"2884","GH200300000209"
2884,"          209 3  2","   2884       209 3  2","   2884       209 3","          209 3",3,209,125,4,0.545741,,1,209,3,1,0,520,61,2,"2884","GH200300000209"
2884,"          209 6  1","   2884       209 6  1","   2884       209 6","          209 6",6,209,125,4,0.545741,,1,209,3,1,0,520,61,0,"2884","GH200300000209"
2884,"          209 7  1","   2884       209 7  1","   2884       209 7","          209 7",7,209,125,4,0.545741,,1,209,3,1,1,520,61,1,"2884","GH200300000209"
2884,"          209 8  5","   2884       209 8  5","   2884       209 8","          209 8",8,209,125,4,0.545741,,1,209,3,1,1,520,99,1,"2884","GH200300000209"
2884,"          209 9  2","   2884       209 9  2","   2884       209 9","          209 9",9,209,125,4,0.545741,,1,209,3,1,1,520,61,1,"2884","GH200300000209"
2884,"          20910  2","   2884       20910  2","   2884       20910","          20910",10,209,125,4,0.545741,,1,209,3,1,1,530,61,2,"2884","GH200300000209"
2884,"          20910  4","   2884       20910  4","   2884       20910","          20910",10,209,125,4,0.545741,,1,209,3,1,1,530,99,2,"2884","GH200300000209"
2884,"          20911  1","   2884       20911  1","   2884       20911","          20911",11,209,125,4,0.545741,,1,209,3,1,0,520,98,2,"2884","GH200300000209"
2884,"          20912  1","   2884       20912  1","   2884       20912","          20912",12,209,125,4,0.545741,,1,209,3,1,0,520,61,0,"2884","GH200300000209"
2884,"          20916  1","   2884       20916  1","   2884       20916","          20916",16,209,125,4,0.545741,,1,209,3,1,0,520,50,1,"2884","GH200300000209"
2884,"          20918  1","   2884       20918  1","   2884       20918","          20918",18,209,125,4,0.545741,,1,209,3,1,1,520,61,2,"2884","GH200300000209"
2884,"          20919  2","   2884       20919  2","   2884       20919","          20919",19,209,125,4,0.545741,,1,209,3,1,1,520,32,1,"2884","GH200300000209"
2884,"          20920  2","   2884       20920  2","   2884       20920","          20920",20,209,125,4,0.545741,,1,209,3,1,1,520,20,2,"2884","GH200300000209"
2884,"          210 1  2","   2884       210 1  2","   2884       210 1","          210 1",1,210,38,1,0.281387,,1,210,4,1,1,520,50,2,"2884","GH200300000210"
2884,"          210 2  2","   2884       210 2  2","   2884       210 2","          210 2",2,210,38,1,0.281387,,1,210,4,1,1,520,50,2,"2884","GH200300000210"
2884,"          210 2  3","   2884       210 2  3","   2884       210 2","          210 2",2,210,38,1,0.281387,,1,210,4,1,1,520,99,3,"2884","GH200300000210"
2884,"          210 4  2","   2884       210 4  2","   2884       210 4","          210 4",4,210,38,1,0.281387,,1,210,4,1,1,220,50,3,"2884","GH200300000210"
2884,"          210 6  2","   2884       210 6  2","   2884       210 6","          210 6",6,210,38,1,0.281387,,1,210,4,1,1,520,50,2,"2884","GH200300000210"
2884,"          210 6  5","   2884       210 6  5","   2884       210 6","          210 6",6,210,38,1,0.281387,,1,210,4,1,1,520,99,2,"2884","GH200300000210"
2884,"          210 6  6","   2884       210 6  6","   2884       210 6","          210 6",6,210,38,1,0.281387,,1,210,4,1,1,520,99,2,"2884","GH200300000210"
2884,"          210 7  2","   2884       210 7  2","   2884       210 7","          210 7",7,210,38,1,0.281387,,1,210,4,1,1,220,50,1,"2884","GH200300000210"
2884,"          210 7  3","   2884       210 7  3","   2884       210 7","          210 7",7,210,38,1,0.281387,,1,210,4,1,1,220,99,2,"2884","GH200300000210"
2884,"          210 7  4","   2884       210 7  4","   2884       210 7","          210 7",7,210,38,1,0.281387,,1,210,4,1,1,220,99,2,"2884","GH200300000210"
2884,"          210 9  2","   2884       210 9  2","   2884       210 9","          210 9",9,210,38,1,0.281387,,1,210,4,1,1,220,50,3,"2884","GH200300000210"
2884,"          21011  2","   2884       21011  2","   2884       21011","          21011",11,210,38,1,0.281387,,1,210,4,1,1,520,50,2,"2884","GH200300000210"
2884,"          21012  2","   2884       21012  2","   2884       21012","          21012",12,210,38,1,0.281387,,1,210,4,1,1,100,61,2,"2884","GH200300000210"
2884,"          21013  2","   2884       21013  2","   2884       21013","          21013",13,210,38,1,0.281387,,1,210,4,1,1,520,50,2,"2884","GH200300000210"
2884,"          21015  2","   2884       21015  2","   2884       21015","          21015",15,210,38,1,0.281387,,1,210,4,1,1,530,50,1,"2884","GH200300000210"
2884,"          21015  4","   2884       21015  4","   2884       21015","          21015",15,210,38,1,0.281387,,1,210,4,1,1,530,50,2,"2884","GH200300000210"
2884,"          21017  2","   2884       21017  2","   2884       21017","          21017",17,210,38,1,0.281387,,1,210,4,1,1,220,50,1,"2884","GH200300000210"
2884,"          21018  2","   2884       21018  2","   2884       21018","          21018",18,210,38,1,0.281387,,1,210,4,1,1,100,50,2,"2884","GH200300000210"
2884,"          21018  8","   2884       21018  8","   2884       21018","          21018",18,210,38,1,0.281387,,1,210,4,2,1,100,99,1,"2884","GH200300000210"
2884,"          21020  2","   2884       21020  2","   2884       21020","          21020",20,210,38,1,0.281387,,1,210,4,1,1,220,50,3,"2884","GH200300000210"
2884,"          21020  3","   2884       21020  3","   2884       21020","          21020",20,210,38,1,0.281387,,1,210,4,1,1,220,99,2,"2884","GH200300000210"
2884,"          211 1  2","   2884       211 1  2","   2884       211 1","          211 1",1,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          211 2  2","   2884       211 2  2","   2884       211 2","          211 2",2,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          211 2  3","   2884       211 2  3","   2884       211 2","          211 2",2,211,167,9,0.233683,,2,211,5,1,0,530,99,0,"2884","GH200300000211"
2884,"          211 3  2","   2884       211 3  2","   2884       211 3","          211 3",3,211,167,9,0.233683,,2,211,5,1,0,530,98,0,"2884","GH200300000211"
2884,"          211 4  2","   2884       211 4  2","   2884       211 4","          211 4",4,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          211 6  1","   2884       211 6  1","   2884       211 6","          211 6",6,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21110  3","   2884       21110  3","   2884       21110","          21110",10,211,167,9,0.233683,,2,211,5,1,0,530,98,2,"2884","GH200300000211"
2884,"          21111  2","   2884       21111  2","   2884       21111","          21111",11,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21111  7","   2884       21111  7","   2884       21111","          21111",11,211,167,9,0.233683,,2,211,5,1,0,530,99,2,"2884","GH200300000211"
2884,"          21112  2","   2884       21112  2","   2884       21112","          21112",12,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21113  2","   2884       21113  2","   2884       21113","          21113",13,211,167,9,0.233683,,2,211,5,1,0,530,98,0,"2884","GH200300000211"
2884,"          21114  2","   2884       21114  2","   2884       21114","          21114",14,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21114  3","   2884       21114  3","   2884       21114","          21114",14,211,167,9,0.233683,,2,211,5,1,0,530,99,2,"2884","GH200300000211"
2884,"          21114  4","   2884       21114  4","   2884       21114","          21114",14,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21114 10","   2884       21114 10","   2884       21114","          21114",14,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21115  2","   2884       21115  2","   2884       21115","          21115",15,211,167,9,0.233683,,2,211,5,1,0,530,50,0,"2884","GH200300000211"
2884,"          21116  2","   2884       21116  2","   2884       21116","          21116",16,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21118  2","   2884       21118  2","   2884       21118","          21118",18,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21119  2","   2884       21119  2","   2884       21119","          21119",19,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21119  3","   2884       21119  3","   2884       21119","          21119",19,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          21120  4","   2884       21120  4","   2884       21120","          21120",20,211,167,9,0.233683,,2,211,5,1,0,530,40,0,"2884","GH200300000211"
2884,"          212 1  1","   2884       212 1  1","   2884       212 1","          212 1",1,212,109,7,1.053978,,1,212,4,1,1,220,32,2,"2884","GH200300000212"
2884,"          212 3  1","   2884       212 3  1","   2884       212 3","          212 3",3,212,109,7,1.053978,,1,212,4,1,1,520,99,2,"2884","GH200300000212"
2884,"          212 4  1","   2884       212 4  1","   2884       212 4","          212 4",4,212,109,7,1.053978,,1,212,4,1,1,520,20,2,"2884","GH200300000212"
2884,"          212 5  2","   2884       212 5  2","   2884       212 5","          212 5",5,212,109,7,1.053978,,1,212,4,1,1,220,61,2,"2884","GH200300000212"
2884,"          212 6  6","   2884       212 6  6","   2884       212 6","          212 6",6,212,109,7,1.053978,,1,212,4,1,1,530,99,2,"2884","GH200300000212"
2884,"          212 7  2","   2884       212 7  2","   2884       212 7","          212 7",7,212,109,7,1.053978,,1,212,4,1,1,520,99,2,"2884","GH200300000212"
2884,"          212 7  3","   2884       212 7  3","   2884       212 7","          212 7",7,212,109,7,1.053978,,1,212,4,1,1,520,99,1,"2884","GH200300000212"
2884,"          212 8  2","   2884       212 8  2","   2884       212 8","          212 8",8,212,109,7,1.053978,,1,212,4,1,1,220,61,2,"2884","GH200300000212"
2884,"          212 9  2","   2884       212 9  2","   2884       212 9","          212 9",9,212,109,7,1.053978,,1,212,4,1,1,530,40,3,"2884","GH200300000212"
2884,"          21210  1","   2884       21210  1","   2884       21210","          21210",10,212,109,7,1.053978,,1,212,4,1,1,520,99,2,"2884","GH200300000212"
2884,"          21211  2","   2884       21211  2","   2884       21211","          21211",11,212,109,7,1.053978,,1,212,4,1,1,220,40,2,"2884","GH200300000212"
2884,"          21212  1","   2884       21212  1","   2884       21212","          21212",12,212,109,7,1.053978,,1,212,4,1,1,520,99,2,"2884","GH200300000212"
2884,"          21213  2","   2884       21213  2","   2884       21213","          21213",13,212,109,7,1.053978,,1,212,4,1,1,520,10,2,"2884","GH200300000212"
