DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
GH201400000090,GHGE71FL,GH,2014,90,GH2014DHS,31816.41797,36172.07813,40771.59375,89.132351,101.2748038,115.1393007,129.7800137,8114.692098,0.00487955,0.006736008,0.008794461,-9999,4505.727273,4542,4544.909091,4591.727273,4791.181818,4987.727273,4979.636364,29.19618529,12.0,0.11502739,0.187825125,0.642634401,0.510851979,0.475238442,0.490833372,0.343129158,0.025352992,1628.792916,125467.4223,25640.28467,67128.3075,1545.833333,1134,1397.583333,1128.916667,1232.083333,1456.833333,1007.583333,0.3248232391939501,0,0,0,26.78974915,23.66975021,25.58124924,26.93450165,25.62874985,24.01124954,25.04999924,27.0767498,26.24250031,25.83300018,25.13325119,24.45475006,208.119891,38634.74609,37779.69531,36778.91406,35325.42578,122.9782163,120.2565051,117.0709195,112.4443226
GH201400000091,GHGE71FL,GH,2014,91,GH2014DHS,84098.28125,95611.32813,107768.9219,235.5978083,267.6931433,304.3403097,343.0391326,9950.532258,0.006142387,0.007369949,0.010834741,-9999,4432.166667,4466.083333,4592.083333,4475,4856.083333,5134.75,5151.5,30.16981132,11.0,0.087725987,0.151378561,0.598643435,0.553071431,0.402475085,0.521329982,0.40650177,0.037110373,1532.11828,46410.55033,59563.02379,104690.9414,1511.8,1250.5,1555.8,1239.3,1422.7,1649.5,1148.9,0.6992664132066952,0,0,0,27.21749878,24.47900009,26.46150017,27.24425125,26.27325058,24.87899971,25.7215004,27.28274918,26.92300034,26.55000114,25.94849968,25.38075066,94.47849462,63425.50391,73367.75781,84452.79688,95861.79688,201.8896493,233.5368264,268.8216016,305.1375765
GH201400000092,GHGE71FL,GH,2014,92,GH2014DHS,17959.5293,20418.18359,23014.49023,1257.821565,1429.173932,1624.827424,1831.434941,8224.8,0.082811584,0.101922522,0.130295873,-9999,4340,4382,4526,4310,4496,5078,5081,37.33333333,11,0.066478849,0.140650491,0.6075868,0.420731694,0.385509193,0.383406967,0.244936988,0.274924106,1575.666667,160279.4814,29218.22776,57612.74081,1583,1087,1309,1129,1247,1392,1005,1.2744962056477864,1,0,2,25.73600006,22.4090004,24.29700089,25.5510006,24.57799911,22.55800056,23.75799942,25.75900078,25.01199913,24.56900024,24.1079998,23.26199913,235.6666667,1727.751221,2396.443848,3303.647461,4485.241211,137.4900736,190.7029421,262.8959118,356.9241548
GH201400000093,GHGE71FL,GH,2014,93,GH2014DHS,5474.130371,6223.537109,7014.899902,383.38856,435.6174538,495.2533472,558.2279973,6911.0625,0.00137927,0.00137927,0.155593882,-9999,3503,3592,3765,3697,3908,3983,3962,34.1875,10.0,0.037484664,0.097015742,0.534263739,0.435631424,0.219891429,0.266334087,0.233506992,2.881412506,1485.4375,12257.77664,89295.62313,88529.82664,1127,881,1373,861,1039,1260,895,0.008651010692119598,1,1,2,27.98800087,24.91499901,27.30699921,28.05800056,27.25799942,25.17399979,26.23099899,28.19799995,27.47599983,27.27099991,26.53800011,25.76399994,136.875,5070.710938,6025.212891,7114.384277,8271.946289,403.5143554,479.4712074,566.1447124,658.2605704
GH201400000094,GHGE71FL,GH,2014,94,GH2014DHS,7652.723633,8700.378906,9806.688477,535.9695025,608.9843972,692.3541548,780.3914732,9911.466667,0.031378553,0.048175596,0.067751701,-9999,3605,3643,3585,3789,4194,4286,4289,47.4,11,0.205864865,0.25673175,0.719508409,0.458672971,0.299300522,0.455631346,0.300424993,0.566299438,1580.6,133046.7804,55315.6893,17295.7531,1455,1136,1414,1207,1176,1368,930,1.4466283162434896,0,0,0,25.34600067,22.41200066,24.13800049,25.25399971,24.35199928,22.57600021,23.55900002,25.40500069,24.72999954,24.3939991,23.98699951,23.22699928,16.53333333,1286.596313,1350.836426,1409.365479,1447.930176,102.3840815,107.4961473,112.1537413,115.2226224
GH201400000095,GHGE71FL,GH,2014,95,GH2014DHS,3234.708008,3677.539551,4145.162109,9.061898562,10.29639538,11.70597196,13.19446079,5220.780423,0,2.50E-05,4.95E-05,5,2320.9,2323.9,2456.1,2592.2,2673.7,2699.1,2654.9,25.06878307,8.0,0.134533201,0.253880058,0.736735451,0.556418101,0.49435037,0.612528102,0.363963381,0.007871815,1919.201058,18021.99128,95801.17995,220133.2127,1007.727273,820.8181818,1018.272727,925.7272727,894.0909091,1065.909091,1043,0.15481058756510416,0,0,0,31.08349991,25.14625168,26.06599998,28.98875046,26.46475029,25.72325134,27.2357502,31.07450104,29.35449982,27.32099915,27.06475067,25.68325043,245.9365079,4250.959961,4729.945313,5229.811523,5694.09082,13.53122581,15.05588354,16.64700711,18.12485401
GH201400000096,GHGE71FL,GH,2014,96,GH2014DHS,10428.20117,11855.82031,13363.36523,29.21416429,33.19399528,37.73824813,42.53691265,6034.632979,1.66E-05,2.06E-05,8.83E-05,5,2434.4,2417.1,2475.3,2606.2,2847.1,2818.2,2862.2,27.06914894,8.0,0.144563441,0.180759396,0.621590687,0.603084819,0.61425705,0.672456805,0.396817907,0,1898.5,19385.35327,50157.64777,82324.279,1085.3,1097.9,1249.8,1154.4,1059.2,1253.5,969.5,0.42417343626631066,0,0,0,30.65924835,25.64125061,27.05224991,29.86700058,27.62450027,26.00875092,27.05550003,31.19325256,29.00874901,27.8010006,27.33599854,26.13299942,142.9840426,9359.724609,10539.00488,11793.20703,12996.24805,29.79292875,33.54669444,37.53894387,41.36834238
GH201400000097,GHGE71FL,GH,2014,97,GH2014DHS,18006.76953,20471.89063,23075.02539,50.44520056,57.3173276,65.16405176,73.45008706,6982.46594,0.003571828,0.00439127,0.013603564,4,3230.1,3203.9,3281.1,3439.8,3640.8,3519.1,3689.5,26.57220708,10.0,0.173398595,0.253192169,0.765141897,0.572941005,0.485143155,0.574244022,0.344712257,0.040628185,1797.493188,135850.6119,16499.47679,14854.71099,1552.166667,1107.75,1433.583333,1208.833333,1211,1467.333333,1032.5,0.04805082066507366,0,0,0,28.617335,25.30366516,26.64066569,28.8693339,27.26533254,25.66733297,26.5019989,29.22499847,27.85000102,27.27033234,26.64866638,26.07066854,325.8855586,3896.77832,4678.520508,5581.728516,6557.45752,12.40383064,14.8921933,17.76719369,20.87303557
GH201400000098,GHGE71FL,GH,2014,98,GH2014DHS,6361.896484,7232.837891,8152.541016,445.5645989,506.2636364,575.5709515,648.7586007,9622.1875,0.023387748,0.028285336,0.061709354,-9999,4440,4383,4541,4456,4605,4661,4706,39.3125,12,0.210202567,0.244672525,0.698319763,0.532418966,0.349468976,0.418931305,0.309945315,0.595154598,1661.1875,83710.78634,108132.3577,38453.65003,1733,1325,1760,1310,1402,1625,1147,0.6072379946708679,0,0,1,26.58300018,23.78499985,25.64100075,26.51199913,25.38400078,24.02199936,24.84300041,26.69599915,26.02600098,25.61499977,25.16300011,24.55699921,33.1875,2116.15918,2555.917969,3067.665039,3625.566162,168.3985969,203.3934895,244.1170274,288.5133881
GH201400000099,GHGE71FL,GH,2014,99,GH2014DHS,4264.364258,4848.154297,5464.628906,11.9464358,13.57389302,15.43215442,17.39445405,5895.95756,0,3.65E-05,0.001267424,4,2558.75,2582.916667,2681.5,2763.416667,2840.416667,2854.333333,2904.833333,25.23872679,9.0,0.11958766,0.162286069,0.603220681,0.568597385,0.488991533,0.577007294,0.312282903,0,1859.668435,159084.8011,73210.92172,665.9458812,1242.6,1005.2,1130.5,1184.3,990.3,1282,888.1,0.19361968508449726,0,0,0,30.36149979,25.89500046,27.4394989,30.42224884,28.0067482,26.3125,27.30249977,31.2792511,28.97974968,28.35599899,27.60550117,26.54725075,312.0159151,2638.303223,2932.066406,3238.08667,3521.326172,8.397979986,9.33305724,10.30714999,11.20872933
GH201400000100,GHGE71FL,GH,2014,100,GH2014DHS,124818.1484,141905.7188,159949.9531,8741.819008,9932.712653,11292.4983,12728.41284,5523.357143,0.919094192,0.920970917,0.921085887,-9999,1099,1123,1167,1458,1691,1656,1650,74.8,-9999,0.021546816,0.042120164,0.291170197,0.288260639,0.125967175,0.097609505,0.111099571,20.44417318,1438.285714,1676.723183,123845.9637,66936.456,710,542,953,568,675,849,637,0.13887084614146838,3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.571428571,94776.17188,112616.6797,132974.1563,154610.1563,7542.048121,8961.750624,10581.74714,12303.48531
GH201400000101,GHGE71FL,GH,2014,101,GH2014DHS,81184.50781,92298.64844,104035.0234,227.4349502,258.4183144,293.7957228,331.1537646,8960.529891,0.006270949,0.00676332,0.007956007,-9999,4179.5,4157,4242.583333,4143.75,4432.916667,4731.833333,4709.75,30.41576087,11.0,0.235668078,0.275739244,0.773593225,0.49961942,0.254852676,0.363405482,0.268382963,0.124428586,1695.334239,13591.93887,35234.91051,13190.06234,1723.2,1466.7,1726.2,1254.5,1337.2,1727.6,1287.9,3.07075367803159,0,0,0,27.02249908,24.1487484,25.76699829,27.41349983,26.19600105,24.36174965,25.26649857,27.63750076,26.44149971,26.1154995,25.35950089,24.77225113,106.5271739,57221.30078,68922.47656,82557.4375,97457.25,182.1410574,219.3870567,262.7884853,310.2160616
GH201400000102,GHGE71FL,GH,2014,102,GH2014DHS,3796.618652,4316.375488,4865.230469,265.901671,302.1253128,343.4862476,387.1627392,7304.933333,0.13760223,0.201524357,0.324228207,-9999,4574,4532,4248,4410,4848,4799,4956,55.06666667,11,0.105532074,0.159480342,0.564376845,0.578401566,0.536502659,0.479262769,0.356035203,1.43340861,1626.2,68754.93788,71321.41221,137021.4227,1414,1023,1331,1035,1018,1350,872,0.5503775278727213,0,0,1,27.17399979,24.23800087,26.22299957,27.92099953,26.47500038,24.46899986,25.45800018,28.00499916,26.9260006,26.27599907,25.53000069,24.76199913,8.133333333,1044.683716,1125.26709,1204.438721,1269.459717,83.13328868,89.54590984,95.84618805,101.0203945
GH201400000103,GHGE71FL,GH,2014,103,GH2014DHS,34408.23438,39118.71484,44092.91016,96.39319845,109.5248117,124.5187367,140.3520921,6545.527027,0.002627466,0.005296115,0.011167287,4,2392.727273,2280.636364,2364.181818,2373.545455,2722.636364,2361,2616.090909,27.6,10.0,0.128403531,0.210367478,0.719789322,0.512403131,0.430023372,0.513476729,0.281770825,0.039775373,1839.583784,131334.1462,70216.45491,1972.940234,1449.2,1094.7,1319.8,1215.5,1094.3,1391.9,970.1,0.05581595446612384,0,0,0,29.30224991,25.74699974,27.35525131,29.38024902,27.63599777,26.04249954,26.8607502,29.84225082,28.34049988,28.06024933,27.24650002,26.51399994,301.0189189,6076.060059,7276.891602,8660.266602,10149.09668,19.34069986,23.16306538,27.56648476,32.30557809
GH201400000104,GHGE71FL,GH,2014,104,GH2014DHS,126119.4297,143385.1406,161617.5,8832.956349,10036.26533,11410.22695,12861.11201,8727,0.669851621,0.975124915,0.987422943,-9999,3482,3364,3342,3339,3067,2814,2757,76.71428571,12.0,0.026919076,0.056482263,0.263270649,0.244568869,0.205994815,0.217950284,0.152998045,9.764856799,1646.214286,158254.3196,9061.570827,31050.1238,1512,1161,1380,1150,1269,1368,1065,0.3798343113490513,3,3,3,27.46100044,24.52599907,26.2840004,27.65099907,26.47699928,24.87899971,25.83200073,27.71700096,26.88599968,26.65399933,25.86400032,25.15299988,8,58022.83594,76399.76563,99964.57031,128797.1719,4617.310576,6079.700176,7954.927749,10249.35328
GH201400000105,GHGE71FL,GH,2014,105,GH2014DHS,2586.4021,2940.480469,3314.381348,181.142416,205.8193395,233.9960009,263.7500874,6158.071429,0.024171486,0.043557296,0.157723486,-9999,2759,2644,2873,3024,3149,3107,3102,28,11,0.263597341,0.277694791,0.77516248,0.478378057,0.369111359,0.217043847,0.1666293,0.617763388,1604.285714,31771.60738,96679.07497,7691.845193,988,1054,1174,775,927,1225,901,0.06079601390021188,0,2,1,29.01199913,25.75900078,28.38199997,29.26099968,28.25799942,26.33600044,27.22700119,29.56200027,28.44099998,28.27799988,27.28999901,26.59200096,177.5714286,727.8473511,777.3861694,825.0717773,862.2897949,57.92025187,61.86242578,65.65712588,68.61884162
GH201400000106,GHGE71FL,GH,2014,106,GH2014DHS,7649.566895,8696.791992,9802.646484,535.7485274,608.7331919,692.0687173,780.0698217,14862.0625,0.081027489,0.101661123,0.101220846,-9999,2403,2403,2403,2248,2433,2490,2353,42.23076923,12,0.052737181,0.127074932,0.580562814,0.588599145,0.602110565,0.404936641,0.320479274,0.887246132,1383.4375,1990.794257,29545.56427,110016.9057,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04290823425565447,0,1,2,27.82739639,24.68904114,27.39863014,27.81643867,26.96712303,25.50958824,26.16712379,27.72054863,27.14383698,26.93013763,25.97808266,25.23150635,182.625,1026.503906,1044.359009,1055.842529,1051.128296,81.68658537,83.10744932,84.02127881,83.64613207
GH201400000107,GHGE71FL,GH,2014,107,GH2014DHS,48222.21094,54823.82031,61795.02734,135.0924813,153.4960648,174.50964,196.6996812,7822.44086,0.013040104,0.015396615,0.018028725,-9999,3438.4,3399.2,3481.9,3469.6,3734.2,3886.6,3829.8,31.17741935,11.0,0.230146556,0.281792264,0.795153784,0.505726687,0.231191206,0.425680288,0.294695854,0.364598496,1778.47043,24309.8523,36146.08511,6463.68777,1687.833333,1348.416667,1652.333333,1220.25,1209.416667,1546.916667,1131,0.5015388406733031,0,0,0,28.13099861,25.17224884,26.79574966,28.49099922,27.15299988,25.41674805,26.41200066,28.62599945,27.52449989,27.15899849,26.46750069,25.90799904,196.3682796,44581.20703,52183.92188,61038.83203,70717.375,141.9063894,166.1065823,194.2926368,225.1003959
GH201400000108,GHGE71FL,GH,2014,108,GH2014DHS,86745.82031,98621.30469,111161.6406,6075.368177,6903.013047,7848.034068,8845.962292,8934.307692,0.501748164,0.718077024,0.930758158,-9999,3562,3439,3399,3453,3437,3313,3336,69,12,0.034057714,0.084725987,0.405383535,0.305736691,0.262128234,0.285144627,0.196104303,9.062398638,1648.923077,167484.8359,18129.32839,21531.03278,1690,1154,1438,1159,1290,1434,1090,0.3827981215256911,3,3,3,27.24200058,24.30800056,26.13299942,27.40399933,26.19099998,24.69099998,25.71299934,27.5189991,26.78700066,26.48699951,25.68899918,25.00099945,18.46153846,53884.32813,70950.52344,92834.5625,119610.6719,4287.978589,5646.06326,7387.539756,9518.31484
GH201400000109,GHGE71FL,GH,2014,109,GH2014DHS,5627.680664,6424.168945,7275.012695,393.003407,447.8365979,511.2191214,578.9271157,4881.625,0.029778724,0.034376701,0.036441463,1,2019,2067,2206,2244,2254,2329,2239,43,8,0.146219787,0.281995171,0.771439747,0.529509604,0.441757798,0.594038427,0.315018564,0.20384016,1942.8125,385.7216289,36556.35859,270677.0912,918,863,912,852,863,1047,1022,1.0720899105072021,0,0,0,31.06599998,25.43400002,26.30500031,28.73800087,26.40600014,26.01600075,27.5,30.87299919,29.47999954,27.81699944,27.44499969,25.86000061,210,712.5681152,786.4613647,871.9207153,959.8446655,56.70436891,62.58460687,69.38524591,76.38201156
GH201400000110,GHGE71FL,GH,2014,110,GH2014DHS,7919.118164,9003.244141,10148.06445,22.18507379,25.20733601,28.65821618,32.3022924,6029.884718,0.001118301,0.003411537,0.026667846,-9999,2406.6,2386.9,2491,2589.8,2724.7,2745.8,2756.9,28.32526882,9.0,0.195687652,0.218991339,0.703937978,0.427954078,0.302069783,0.168789208,0.152641028,0.006346007,1614.97319,21021.1895,117647.9447,23066.3174,981.4444444,897.5555556,1124,744.2222222,897.8888889,1091.555556,806.3333333,0.5088716154124079,0,0,1,28.74475098,25.62549973,28.16200066,28.98324966,28.0795002,25.94650078,26.85900116,29.19649887,28.08699989,28.05075073,27.00724792,26.22924995,138.5790885,19694.94141,22147.91016,24749.90234,27234.76953,62.69094559,70.49898762,78.78138597,86.69096389
GH201400000111,GHGE71FL,GH,2014,111,GH2014DHS,48508.67969,55149.50781,62162.125,135.8950201,154.4079231,175.5463355,197.8681893,7758.430518,0.003905938,0.00516355,0.00853453,-9999,4404.6,4504.4,4577.2,4390,4817.7,5137.7,5155.3,34.08991826,10.0,0.140011109,0.175832306,0.620338816,0.568233558,0.370057515,0.321416106,0.287775108,0.140260397,1594.264305,42379.85646,129102.9374,38890.52735,1530.727273,1263,1589.909091,1102.636364,1211.272727,1449.090909,1056.545455,1.283050121338556,0,0,0,26.94033305,23.90799967,26.17599996,27.0019989,25.96433258,24.1166687,25.16000112,27.13766734,26.29600016,25.93900045,25.39199829,24.68666585,52.07084469,61959.29688,68118.57031,74605.51563,80653.54688,197.2225674,216.8281436,237.4767319,256.7282133
GH201400000112,GHGE71FL,GH,2014,112,GH2014DHS,8170.385742,9288.910156,10470.05371,572.2246955,650.1786389,739.1879836,833.1804012,5417.3125,0.448455969,0.806507746,0.863907814,-9999,1142,1168,1124,1709,2101,2001,2002,73.625,9,0.069129498,0.101610038,0.483690287,0.356367081,0.192796186,0.122629993,0.124939561,10.02601383,1497,3129.485533,148190.9909,40764.26519,798,681,988,666,814,1026,733,0.09561832994222641,2,3,3,28.53448296,25.21264458,27.92413712,28.67816162,27.86781502,25.48620605,26.55402374,28.84827614,27.77126503,27.90459824,26.96666718,25.98850632,4.8125,17245.80273,20492.09766,24196.41211,28133.39063,1372.377376,1630.709318,1925.489296,2238.784092
GH201400000113,GHGE71FL,GH,2014,113,GH2014DHS,3910.562988,4445.918945,5011.246094,273.8819159,311.1927149,353.7949883,398.7822935,9806.066667,0.887272676,0.957880656,0.959111611,-9999,2318,2305,2260,2897,3403,3526,3501,73.58333333,-9999,0.014468455,0.05456545,0.327897348,0.446691424,0.409732968,0.278447658,0.206918046,11.5609965,1399.066667,3086.862152,70605.4401,166917.9104,1268,1121,1237,900,1126,1302,938,0.01751966873804728,3,3,3,27.63076973,24.48653793,27.09038544,27.76922989,26.75,25.25192261,26.03653908,27.61538506,27.07500076,27.01730728,25.94038391,25.06730843,65.26666667,19833.73242,26105.37305,34144.40625,43976.1875,1578.318277,2077.399581,2717.125517,3499.513809
GH201400000114,GHGE71FL,GH,2014,114,GH2014DHS,117711.4688,133826.1406,150843,8244.092386,9367.181059,10649.5459,12003.70454,8829.857143,0.717149417,0.976865053,0.99371775,-9999,3302,3187,3134,3311,3201,3030,2982,62.35714286,12,0.03473598,0.074742753,0.336161608,0.279892743,0.241514191,0.24206993,0.173700482,16.19355062,1646.928571,159438.5415,11601.30462,27254.5555,1525,1127,1376,1125,1223,1362,1054,0.204972437449864,3,3,3,27.52899933,24.625,26.34899902,27.7159996,26.45700073,25.01499939,25.9470005,27.80999947,27.04800034,26.75200081,25.96000099,25.29800034,19.78571429,58031.53906,76411.22656,99979.5625,128816.4922,4618.003148,6080.612207,7956.12079,10250.89074
GH201400000115,GHGE71FL,GH,2014,115,GH2014DHS,4443.210938,5051.48584,5693.81543,12.44746769,14.14317968,16.07937883,18.12397741,5855.98103,0,0,0,4.875,2410.545455,2422.636364,2445,2513.909091,2807.727273,2738.727273,2831.454545,20.80487805,8.0,0.130392262,0.173155722,0.616888118,0.605947077,0.629107654,0.677742422,0.391132116,0,1903.821138,34230.56416,45136.81849,113388.931,1024.4,1006.8,1192.8,1148.6,1070.1,1226.7,957.5,0.0842698983706756,0,0,0,30.7282486,25.37674904,26.76950073,29.63700104,27.25374985,25.76725006,26.9327507,31.20050049,29.13100052,27.66250038,27.14400101,25.93000031,513.0487805,8391.640625,9859.366211,11532.08203,13306.58887,26.71142172,31.38333736,36.70775718,42.35618789
GH201400000116,GHGE71FL,GH,2014,116,GH2014DHS,15568.58203,17699.91797,19950.57813,1090.368106,1238.908394,1408.514719,1587.616563,6528.857143,0.049933681,0.072830338,0.169229764,-9999,3450,3511,3495,3447,3558,3625,3452,54.71428571,11,0.198912656,0.221679275,0.69125429,0.506614268,0.314393818,0.204176113,0.190323144,2.682282971,1760.857143,47673.3151,110994.4611,1831.696439,1243,1157,1424,998,1103,1358,988,0.35164833068847656,0,1,2,28.43600082,25.50699997,27.65399933,28.68899918,27.47800064,25.83499908,26.69499969,28.95100021,27.84199905,27.4810009,26.71699905,26.06599998,75.85714286,3108.418945,3173.749512,3220.065674,3217.074219,247.3601201,252.5589615,256.2446845,256.0066321
GH201400000117,GHGE71FL,GH,2014,117,GH2014DHS,17828.26758,20268.95313,22846.28125,1248.628346,1418.728456,1612.952041,1818.049296,6038.571429,0.040624597,0.104835238,0.39461112,-9999,1290,1371,1357,1727,2135,2198,2130,45.27272727,-9999,0.026841063,0.070450637,0.438351124,0.329557836,0.156852335,0.156820938,0.153724372,5.114452494,1460,1775.949959,105264.7816,80949.6768,952,744,1150,784,987,1222,852,0.30730803807576496,1,1,3,28.10120392,24.8879509,27.56505966,28.19758987,27.47108459,25.18313217,26.31445885,28.28674698,27.49036217,27.55301285,26.62530136,25.67108345,21.78571429,9450.048828,11228.89844,13258.7373,15416.04395,752.0109917,893.5673461,1055.09679,1226.769799
GH201400000118,GHGE71FL,GH,2014,118,GH2014DHS,5604.829102,6372.129395,7182.38623,392.5423006,446.0181284,507.0779456,571.5561358,9977.153846,0.033021757,0.04294505,0.126586978,-9999,4204,4203,4252,4144,4345,4486,4460,30.76923077,12,0.218723128,0.262762309,0.737054079,0.487555981,0.308801383,0.364145845,0.258979023,0.302778913,1642.846154,93014.08264,95485.22874,40735.91973,1755,1359,1821,1403,1460,1732,1191,4.01109871497521,0,0,2,24.66500092,21.79000092,23.6970005,24.49900055,23.6989994,21.96699905,22.91200066,24.66699982,24.04999924,23.81999969,23.40999985,22.6760006,99.30769231,870.1651611,1051.003052,1261.435791,1490.846313,69.24554335,83.63616547,100.3818708,118.6377801
GH201400000119,GHGE71FL,GH,2014,119,GH2014DHS,27764.4375,31565.38477,35579.12891,77.78089821,88.37694941,100.4757403,113.2518847,9901.99729,0.013368048,0.019036661,0.024822647,-9999,4396.363636,4411.727273,4466,4378.727273,4655.363636,4789.545455,4793.545455,29.68378378,12.0,0.156434141,0.224443197,0.698650096,0.499904513,0.39293465,0.469089359,0.317198515,0.020701969,1635.612466,107139.1913,83890.27497,45888.1645,1778.3,1330.3,1410.7,1331.5,1389.5,1678,1090.1,0.44767897691183944,0,0,0,27.18900045,24.51933289,26.19966634,27.35833232,26.11666616,24.84433492,25.69933319,27.42266591,26.8776652,26.45166524,25.95533498,25.26699829,184.2411924,32543.08203,37802.24609,43753.9375,49991.73828,103.5878474,120.3282865,139.2731087,159.1286452
GH201400000120,GHGE71FL,GH,2014,120,GH2014DHS,2763.109863,3141.37915,3540.825928,193.5183837,219.8812965,249.9830099,281.7699745,9792.454545,0.880714961,0.91111551,0.910689354,-9999,2272,2138,2332,2838,3234,3215,3193,91.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.145085144,1399.090909,187.0768328,67386.34946,170009.5489,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.027288695176442463,3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52.81818182,13956.80859,18370.67188,24028.43555,30947.96289,1110.647538,1461.891619,1912.122146,2462.760636
GH201400000121,GHGE71FL,GH,2014,121,GH2014DHS,195495.1406,222258.375,250519.9844,547.6713574,622.2803595,707.4703805,797.4298772,8537.815951,0.144009922,0.20615625,0.230964444,-9999,3431.7,3527.9,3691.4,3874.2,4198.5,4434.5,4402.5,44.69745223,11.0,0.001519035,0.054484259,0.459790866,0.490807738,0.388519662,0.384359292,0.290071998,2.28575407,1425.616564,7294.016499,19809.78146,145175.8172,1243,900.8,1244.6,869.9,1097,1313.6,886.7,0.07128960401853929,1,1,1,27.82910156,24.4846166,27.2249527,27.94647217,26.93157959,25.09341431,26.12797038,28.02505747,27.3608195,27.0572408,26.04874166,25.31300863,59.08895706,154034.5313,181816.8125,213404.8906,246809.8281,490.3071413,578.7408889,679.2888644,785.6200829
GH201400000122,GHGE71FL,GH,2014,122,GH2014DHS,10271.17969,11677.30078,13162.14648,719.3568736,817.3545095,929.2500706,1047.410337,7984.066667,0.321382264,0.551721414,0.760815779,4,3412,3324,3373,3410,3534,3577,3614,46.4,11,0.086125496,0.132069447,0.491461904,0.439745635,0.389868528,0.386801124,0.223301828,6.047865804,1597.2,87905.2108,25513.36133,118597.8447,1445,1129,1275,1155,1070,1433,900,0.16190171241760254,3,3,3,26.83200073,23.66799927,25.62199974,27.41900063,26.15299988,23.8560009,24.70700073,27.41799927,26.28499985,25.69000053,24.81599998,24.09799957,81.33333333,2092.114746,2273.760986,2455.63916,2611.501953,166.4852017,180.9401502,195.4135554,207.8167224
GH201400000123,GHGE71FL,GH,2014,123,GH2014DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GH201400000124,GHGE71FL,GH,2014,124,GH2014DHS,299142.1563,340094.6875,383339.9063,838.0340335,952.1990572,1082.555013,1220.208819,6408.405914,0.135125262,0.178982573,0.400321793,-9999,2637.333333,2695.25,2708.333333,2778.25,2964.333333,2980,2960.916667,40.91689008,10.0,0.046640859,0.089994665,0.464907436,0.3733657,0.18454957,0.18626079,0.179739296,5.510743834,1496.494624,13049.69431,103963.6351,74078.26534,1035.1,866.7,1237.5,810.6,977.3,1178.1,862.4,0.16081497233401063,0,0,3,28.0618,24.87798691,27.42801285,28.16864777,27.36427116,25.17028427,26.29211426,28.26543808,27.46858978,27.38750076,26.54857635,25.66601944,43.45967742,249791.0938,296811.2813,350465.375,407489.0313,795.1097464,944.7796517,1115.565936,1297.077872
