DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
GH201400000334,GHGE71FL,GH,2014,334,GH2014DHS,24504.0625,27858.66406,31401.07422,68.6470955,77.99885345,88.67688186,99.95272361,8050.950954,0.001125982,0.001477468,0.00391464,-9999,4270.5,4268.5,4315.7,4201.2,4516,4721.5,4699.5,28.8773842,12.0,0.191709599,0.223360801,0.697532057,0.555017505,0.381738152,0.334134374,0.27632807,0.02431999,1689.313351,62687.20504,106809.4702,17206.72707,1475.555556,1247.444444,1591.111111,1120.888889,1217.555556,1473.555556,1038.333333,1.7652760851285763,0,0,0,27.04519958,24.20919952,26.13120117,27.16820068,25.98080139,24.3947998,25.24159851,27.37839966,26.43060303,25.9473999,25.39620056,24.80379944,133.1226158,50051.39844,50844.80469,51328.10156,51025.06641,159.3185494,161.8440399,163.3824217,162.4178308
GH201400000335,GHGE71FL,GH,2014,335,GH2014DHS,2899.734131,3296.707031,3715.905029,203.0870501,230.7535103,262.34361,295.7023267,6155,0.118412025,0.124798477,0.150038302,-9999,2260,2599,2437,2700,3087,3198,3068,36.5,10,0.251286402,0.283611396,0.787736994,0.428514689,0.42224896,0.274747968,0.109372079,0.435295302,1492.642857,7999.962583,87870.89237,8765.85667,736,703,871,652,769,1227,801,0.03333587305886405,1,1,1,28.53176498,25.24117661,27.86470604,28.63529396,27.72117615,25.60000038,26.66588211,28.92352867,27.89529419,27.8129406,26.79176521,26.01294136,183,6002.571289,6282.253418,6533.652344,6691.183105,477.669446,499.9258426,519.9315335,532.4674331
GH201400000336,GHGE71FL,GH,2014,336,GH2014DHS,83753.85938,95219.75,107327.5547,5865.822043,6664.920362,7577.346946,8540.85543,8424.4,0.379658858,0.508473039,0.61098361,-9999,4278,4330,4410,4298,4626,4897,4839,68.33333333,12,0.11580013,0.122924867,0.419727785,0.464496672,0.241119429,0.250543326,0.225087672,7.938098145,1664.533333,60104.26288,122257.1959,38622.55977,1516,1255,1555,1133,1220,1453,1057,0.9628010431925456,3,3,3,26.9109993,24.08300018,26.10099983,26.86800003,25.72100067,24.31500053,25.11899948,27.0739994,26.29199982,25.79500008,25.31399918,24.74300003,22.4,11540.59961,13355.78906,15359.32227,17393.24805,918.3717371,1062.819924,1222.256031,1384.110702
GH201400000337,GHGE71FL,GH,2014,337,GH2014DHS,13453.66406,15320.96094,17302.35156,37.64528548,42.82434276,48.76813333,55.07509556,5218.704485,0,9.00E-05,0.000213733,1,2331.4,2376.7,2524.8,2620.8,2612.5,2650.1,2691.3,29.3994709,8.0,0.149293843,0.268753849,0.667902593,0.578066254,0.52793026,0.623991966,0.381246694,0.002304171,1885.60686,5234.200083,75337.88061,205431.332,1017.333333,931.8888889,1079.111111,982,913.1111111,1048.111111,907.1111111,0.6464955674626897,0,0,0,30.49600029,25.46150017,26.46025085,29.23374939,26.86100006,25.90275192,27.23974991,30.88125038,29.03549957,27.71100044,27.21924973,25.89850044,186.8021108,10303.00195,10991.55664,11659.27637,12179.88086,32.79547378,34.98721143,37.11262934,38.7697649
GH201400000338,GHGE71FL,GH,2014,338,GH2014DHS,4669.892578,5309.199219,5984.298828,327.0626309,371.6182437,422.4926498,476.2153697,5493.076923,0.40582037,0.772772217,0.777724266,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.07692308,9,0.107924493,0.143758898,0.591074264,0.385061324,0.237093598,0.145247117,0.132253811,2.795526358,1501.615385,714.416463,147790.9969,32947.57598,883,772,1081,668,872,1064,791,0.06728825244036588,2,3,3,28.60869598,25.27608681,28.06739235,28.80869484,27.95652199,25.57826042,26.66304398,28.94130325,27.84130478,28.07608795,27.05217361,26.10217476,21.92307692,650.1268921,731.2253418,817.265686,899.4586182,51.73545426,58.18906383,65.03593687,71.5766426
GH201400000339,GHGE71FL,GH,2014,339,GH2014DHS,6449.842285,7332.824219,8265.240234,18.06896016,20.53048564,23.34110443,26.30907678,7222.17027,0.00026712,0.00035228,0.001209011,-9999,4403.8,4452.4,4504.2,4653.7,5079.6,5099.3,5109.1,29.38211382,11.0,0.106266886,0.168413543,0.602106002,0.615836589,0.56776797,0.464791298,0.392571354,0,1640.778378,42791.64996,79565.30883,154414.2765,1373.222222,1080.666667,1281.222222,1055.888889,1115.555556,1421.111111,904.3333333,0.2423881736961571,0,0,0,26.95475006,23.83399963,25.89599991,27.50349998,26.17200089,24.1420002,25.18700218,27.71025085,26.61975098,26.02075195,25.29949951,24.54650116,139.2675676,28068.26367,32832.32422,38188.41797,43765.39844,89.34405814,104.5085339,121.5575098,139.30959
GH201400000340,GHGE71FL,GH,2014,340,GH2014DHS,45051.69141,51219.25781,57732.11719,126.2104045,143.4039877,163.0359612,183.7670365,6227.072464,0.137427375,0.142257972,0.173704365,-9999,1398.363636,1397.454545,1389.727273,1564.909091,1600.272727,1512.272727,1505.727273,30.12844037,9.0,0.277828402,0.299925941,0.804809441,0.342256436,0.325221208,0.206692109,0.098872322,0.134008653,1399.724638,8226.139688,115983.0378,880.2576486,842.375,785.875,966,715.625,841,1258.625,858.25,0.020976969173976352,1,1,1,28.34097036,25.10945384,27.78735606,28.40931702,27.53325399,25.65542857,26.66777039,28.76069895,27.83556112,27.73837535,26.70744578,26.01561483,192.1932773,53626.69531,56272.30078,58677.39844,60249.39844,170.6990728,179.1202966,186.7759602,191.7797916
GH201400000341,GHGE71FL,GH,2014,341,GH2014DHS,107676.9531,122417.9063,137984.1406,7541.310786,8568.659671,9741.707455,10980.42902,5558,0.840033955,0.864240011,0.855900976,-9999,1309,1310,1295,1328,1421,1402,1399,84.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.59676514,1446.444444,1078.393135,118506.1545,72296.75336,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.27343903269086567,3,3,3,28.61964226,25.33214188,27.7767849,28.6071434,27.76607132,25.58392906,26.6785717,28.73392868,27.89642906,27.96071434,27.12321472,26.10178566,1.777777778,61718.14063,73335.85938,86592.63281,100681.9531,4911.37358,5835.882263,6890.822774,8012.015258
GH201400000342,GHGE71FL,GH,2014,342,GH2014DHS,18732.75781,21297.26563,24005.35352,52.47902353,59.62822006,67.79130199,76.41141347,9331.737705,0.007481038,0.013195626,0.036647239,-9999,4029.666667,4075.583333,4220.583333,4251,4475.333333,4508.833333,4517.333333,33.47814208,12.0,0.098352982,0.171272102,0.623272907,0.580473773,0.532136504,0.515852992,0.388305314,0.082931508,1578.453552,76211.38356,64964.23464,103920.3032,1300.6,1390.7,1314.6,1123.2,1332.8,1681.5,1111.3,0.49745078165023054,0,0,1,27.66866557,24.65766652,26.65966543,27.64199829,26.68599955,25.06466675,26.02300008,27.83499908,27.23299917,26.82566833,26.2569987,25.49766541,232.6939891,17876.66797,18236.37109,18486.24414,18453.06641,56.90320147,58.04817206,58.84354268,58.73793469
GH201400000343,GHGE71FL,GH,2014,343,GH2014DHS,42137.55469,47906.17969,53997.76172,118.0465766,134.1280024,152.490106,171.8802139,4831.312169,0.000147513,0.000216382,0.000708245,5,1839.111111,1903.222222,1994,2187,2273.444444,2364.666667,2367.222222,37.67724868,7.0,0.055343022,0.151420269,0.596112986,0.547057597,0.587546349,0.631432343,0.293038241,0.022018415,1943.137566,16060.26254,52742.6184,223905.9975,910.5,766.7,922.9,882.7,936.4,1041.8,995.4,0.2955227402782945,0,0,0,31.55324936,25.83925056,26.93849945,29.27624893,27.21674919,26.29150009,27.66549873,31.44799995,30.00925064,28.20199966,27.84149933,26.27000046,87.66137566,59424.76953,63060.60938,66498.51563,69051.0625,189.1549163,200.7281539,211.6713494,219.7963585
GH201400000344,GHGE71FL,GH,2014,344,GH2014DHS,9214.222656,10475.64844,11807.69531,25.81325629,29.32978165,33.34502463,37.5850615,5556.378667,0,3.77E-05,0.000167581,5,2483.3,2522.9,2600.6,2740,2850.4,2956,2928.4,30.224,8.0,0.111208034,0.163482844,0.584571646,0.587541517,0.521587022,0.627895991,0.42901427,0.010805688,1864.370667,95603.81001,13714.88391,131335.3352,1100.636364,853.6363636,1021.454545,1001.454545,857.5454545,1109.181818,933.6363636,0.2450595703125,0,0,0,30.76549911,25.32649994,26.82600021,29.85124969,27.30875015,25.87225151,27.14749908,31.47050095,29.14175034,27.73174858,27.19650078,25.90475082,221.568,6207.970215,6685.444336,7154.264648,7538.865234,19.76058293,21.28043026,22.77273166,23.99695335
GH201400000345,GHGE71FL,GH,2014,345,GH2014DHS,19911.10156,22636.92578,25515.35938,55.78010224,63.37900471,72.05557269,81.2179114,7679.189702,0.001332592,0.001825418,0.002692665,5,1883.5,1859.8,1911.2,1890.9,2173.9,2073.8,2150.4,25.85636856,10.0,0.226275779,0.316499761,0.864988003,0.42168957,0.20815824,0.309728891,0.186907202,0.006154875,1816.723577,29464.11648,15573.49658,1036.507203,1717.6,1335.3,1608.4,1234.7,1283.7,1562.5,1137.1,0.4731482529058689,0,0,0,28.96725082,25.62675095,27.63024902,29.14374924,27.92900085,26.03225136,27.09225082,29.3322506,28.29049873,28.02224922,27.27249908,26.44199944,243.4254743,10061.64258,11232.40234,12486.79688,13697.25977,32.02720304,35.7538471,39.74670894,43.59973198
GH201400000346,GHGE71FL,GH,2014,346,GH2014DHS,32042.26563,36428.84375,41061.00781,2244.126196,2549.842481,2898.915277,3267.531181,8318,0.220966518,0.301046312,0.554253161,-9999,3783,3835,3926,4139,4455,4596,4634,43.14285714,11,0.034542244,0.088389573,0.470908959,0.432801664,0.249454826,0.376799285,0.29901576,6.07353555,1490.214286,22066.03683,63394.64702,110470.7298,1257,971,1407,1049,1220,1437,1058,0.014078304171562195,2,3,3,27.68799973,24.69799995,26.95599937,27.56399918,26.72200012,25.08500099,26.05900002,27.77499962,27.3029995,26.96299934,26.31100082,25.67099953,3.857142857,3523.02002,4023.690918,4569.627441,5113.680664,280.3530254,320.1951495,363.6393977,406.9337775
GH201400000347,GHGE71FL,GH,2014,347,GH2014DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GH201400000348,GHGE71FL,GH,2014,348,GH2014DHS,4174.092285,4745.524902,5348.949219,292.3385661,332.16371,377.6368729,425.6558543,8913.923077,0.107237722,0.179449115,0.242432424,-9999,3946,4008,4114,3789,3976,4179,4089,59.15384615,12,0.184986003,0.218679235,0.68112645,0.501875877,0.280450523,0.256563127,0.216279864,3.051646346,1596.384615,56358.74611,123340.2338,35126.03576,1667,1337,1647,1167,1224,1490,1085,2.2045233799861026,0,0,3,26.96199989,24.02700043,26.14500046,26.97100067,25.83200073,24.21899986,25.1439991,27.13599968,26.27700043,25.80900002,25.34600067,24.70599937,20.61538462,9439.25,10915.70508,12544.76367,14197.44336,751.1516483,868.6442104,998.280574,1129.796645
GH201400000349,GHGE71FL,GH,2014,349,GH2014DHS,70645.60938,80316.98438,90529.8125,197.9106887,224.8719588,255.6569016,288.1653431,8357.828338,0.023878414,0.03714776,0.050421862,-9999,3522.8,3527.4,3645.1,3865.3,4170.6,4257.6,4245.6,34.02997275,10.0,0.000463313,0.051940308,0.479862317,0.51394364,0.39406751,0.479800415,0.372012647,0.112617384,1441.446866,11660.82436,39763.50895,137664.1139,1297.5,944.3,1357.1,951.2,1223,1412.8,980.6,0.1705219570232672,0,1,1,27.86500041,24.64733378,27.26166534,27.87599945,26.96833293,25.15333303,26.23666636,28.15533447,27.49266561,27.1299998,26.2430013,25.54433187,82.05449591,69398.52344,80813.17188,93632.4375,106964.0781,220.902361,257.2363154,298.0413052,340.4772353
GH201400000350,GHGE71FL,GH,2014,350,GH2014DHS,12688.88672,14425.99219,16260.35156,35.54737466,40.38998088,45.91935932,51.75830654,5983.463612,0.000251392,0.000348034,0.001028106,4.375,2449.916667,2487.75,2600.416667,2824.75,2892.75,3046.166667,2990.833333,23.24528302,9.0,0.119987051,0.176682661,0.605594054,0.615396976,0.558807433,0.672039211,0.436621189,0.029262293,1800.787062,27015.84778,25101.8211,124694.4662,1114.8,1024.4,1156.1,948.1,954.5,1252.8,871.7,0.11687728593934257,0,0,0,29.46725082,24.83875084,26.35499954,29.2492485,27.15250015,25.17924881,26.43050003,30.28775024,28.08799934,27.08749962,26.50424957,25.39099884,238.2371968,4812.195801,5414.615234,6054.085449,6665.581543,15.31769498,17.23525559,19.2707525,21.21720502
GH201400000351,GHGE71FL,GH,2014,351,GH2014DHS,13052.82422,14892.26758,16854.37109,36.47509255,41.54842992,47.40355998,53.64912943,4882.405263,7.81E-05,0.000245395,0.000466756,1.5,2201.083333,2234.416667,2313,2446.666667,2474.083333,2526.583333,2473.833333,29.29287599,8.0,0.127039197,0.321754876,0.750080602,0.567070007,0.504578471,0.637952328,0.385184824,0.010386523,1934.555263,5137.098034,53488.27033,255285.6873,946.5,771.25,930.0833333,861,858.5,1028.75,1029.333333,0.08334113673159951,0,0,0,30.9336675,25.38233439,26.15200043,28.688001,26.26166534,25.89600118,27.3763326,30.7506663,29.34533183,27.67633311,27.3786672,25.83433278,241.6684211,9312.129883,10751.58789,12383.80176,14085.10254,29.64143003,34.22336718,39.41886529,44.83427386
GH201400000352,GHGE71FL,GH,2014,352,GH2014DHS,93174.5625,105930.1563,119399.8516,261.024601,296.5838438,337.18616,380.0615317,8168.859459,0.02303275,0.038652619,0.058320275,-9999,4285.9,4311.9,4381,4453.5,4694.6,4787.8,4780.2,33.5972973,12.0,0.08956746,0.158950302,0.600340001,0.449419848,0.421952311,0.418028069,0.278912449,0.185032127,1637.910811,147209.4028,20904.68019,52765.16251,1547.416667,1108.583333,1340.416667,1137.583333,1230.916667,1407.166667,1023.083333,0.25447907318940033,0,0,0,26.60525131,23.41724968,25.33449936,26.63324928,25.40624809,23.70949936,24.78425217,26.80699921,25.94800186,25.60675049,24.90375137,24.19124985,118.8189189,61137.09375,73449.59375,90215.5,111897.1797,194.6054135,233.7973183,287.1648554,356.1797853
GH201400000353,GHGE71FL,GH,2014,353,GH2014DHS,55116.14844,62683.73828,70700.20313,154.3555388,175.4401494,199.528536,225.0457361,8596.526882,0.003613615,0.003974981,0.004383134,-9999,4088.5,4056.1,4092.3,4171.1,4478.2,4562.4,4548.7,25.52956989,11.0,0.234195846,0.290307889,0.809334954,0.505728483,0.228727907,0.38778013,0.277695864,0.058024957,1734.927419,11514.83245,30855.48841,20373.62189,1860.666667,1453.222222,1817,1323,1338.888889,1778.777778,1267.111111,1.7018040482715895,0,0,0,26.72399902,23.64225006,25.45000076,26.91799927,25.75150108,23.92499924,24.98824883,27.11500168,26.08099937,25.76375008,25.05799866,24.43375015,205.8629032,41538.17578,53137.85938,67689.29688,85096.3125,132.22012,169.1430597,215.4617239,270.8699755
GH201400000354,GHGE71FL,GH,2014,354,GH2014DHS,22051.8418,25070.73633,28258.64453,1544.432729,1754.829813,1995.065807,2248.751481,5543.785714,0.714649677,0.905672247,0.901885553,-9999,1500,1973,1724,1804,2085,2158,2170,77.78571429,10,0.033116911,0.042203464,0.263752225,0.321051002,0.162931949,0.110849641,0.120600827,17.07013457,1503.571429,9178.736269,140388.3283,48256.53846,797,730,978,646,774,963,715,0.07837307453155518,3,3,3,28.55999947,25.31399918,27.83600044,28.71199989,27.9090004,25.59700012,26.64400101,28.83099937,27.79899979,27.78299904,26.96800041,26.04700089,5.642857143,14116.5166,16773.75,19805.92188,23028.53711,1123.356698,1334.812613,1576.105185,1832.552757
GH201400000355,GHGE71FL,GH,2014,355,GH2014DHS,57747.93359,65702.60938,74158.24219,161.6679748,183.8173817,209.1379011,236.0530163,5072.146277,0.000718477,0.001908646,0.003453209,5,1848.272727,1884.636364,2031.454545,2166.818182,2291.272727,2364.181818,2382.636364,32.30851064,7.0,0.09142743,0.177752914,0.601702609,0.56697011,0.62714529,0.654861093,0.294308871,0.038477441,1936.917553,6878.529682,31407.5677,208393.9114,884.5,760.3,936.7,941.8,956.9,1050.1,980.7,0.17781178494717212,0,0,0,31.48525047,25.63024902,26.94075012,29.1570015,27.01600075,26.26249886,27.55849838,31.39525032,29.93499947,28.31900024,27.68250084,26.14099884,150.3723404,40802.47266,43948.28906,47081.00781,49730.33984,129.8783043,139.8917489,149.8635024,158.2965881
GH201400000356,GHGE71FL,GH,2014,356,GH2014DHS,90449.45313,102831.9531,115907.7031,6334.757162,7197.738783,8183.106822,9223.641945,8906.5625,0.483781815,0.92249885,0.943549156,-9999,2784,2813,2839,2843,2780,2669,2657,60.4375,12,0.026103686,0.062037049,0.298894759,0.257428646,0.215908691,0.233238474,0.164089695,6.189378866,1649.5625,164083.1856,16166.20513,22537.46423,1580,1192,1453,1195,1310,1465,1100,0.1145661473274231,3,3,3,27.52899933,24.625,26.34899902,27.7159996,26.45700073,25.01499939,25.9470005,27.80999947,27.04800034,26.75200081,25.96000099,25.29800034,23.8125,66324.94531,87331.3125,114267.8594,147225.9375,5277.971448,6949.605036,9093.14733,11715.86785
GH201400000357,GHGE71FL,GH,2014,357,GH2014DHS,30744.70703,34886.93359,39324.41016,86.37571898,97.86344195,111.0485586,125.1734852,6785.746594,0.008802201,0.013892734,0.022754574,7,4145.7,4228.1,4227,4509.6,4932.4,5056.1,5023.2,28.15718157,11.0,0.126087797,0.20364505,0.667975189,0.61913505,0.56486735,0.427064859,0.317883125,0.05257782,1682.901907,5133.784511,62092.00324,165592.0061,1373.916667,1102.75,1284.416667,1012.916667,1069.416667,1392.333333,855.75,1.5095208191416893,0,0,0,27.24899801,23.89499919,25.86133321,27.85333252,26.5043335,24.26766713,25.33200073,28.09933217,26.76433309,26.1269989,25.3666687,24.53466543,225.5858311,26780.58789,29057.34375,31386.39453,33500.45703,85.24525883,92.49239782,99.90599671,106.6352666
GH201400000358,GHGE71FL,GH,2014,358,GH2014DHS,134359.2344,152752.9844,172176.5156,9410.042846,10691.96815,12155.69627,13701.37177,8745.9375,0.789747325,0.944276203,0.955239123,-9999,3482,3364,3342,3339,3067,2814,2757,76.125,12.0,0.032396586,0.063579561,0.280614425,0.253182411,0.217344999,0.22120446,0.156820267,13.83689444,1645.8125,157557.0007,8186.057984,30925.89386,1512,1161,1380,1150,1269,1368,1065,0.34942376613616943,3,3,3,27.46100044,24.52599907,26.2840004,27.65099907,26.47699928,24.87899971,25.83200073,27.71700096,26.88599968,26.65399933,25.86400032,25.15299988,10.625,66313.50781,87316.26563,114248.1641,147200.5625,5277.061281,6948.407644,9091.580028,11713.84857
GH201400000359,GHGE71FL,GH,2014,359,GH2014DHS,31952.14453,36326.38672,40945.52344,89.51257588,101.7068349,115.6304802,130.3336491,10965.82561,0.006302532,0.026628865,0.044872849,-9999,3784.083333,3800.5,3883.75,3922.25,4288.75,4334.666667,4294.416667,37.14713896,12.0,0.090378625,0.163757973,0.616303004,0.57654351,0.542695463,0.470162809,0.349760592,0.241320154,1521.730245,73483.80961,58358.44435,118218.9757,1491.9,1662.1,1562.5,1351.8,1706.8,1902.6,1297.2,0.5291857810371253,0,0,0,27.54425049,24.49625015,26.68449974,27.49275017,26.62700081,25.02250099,25.91825104,27.67474937,27.14274979,26.74099922,26.12450027,25.34125137,205.2942779,28793.64258,29754.56836,30554.86523,30897.23828,91.65301092,94.71173268,97.25915674,98.348964
GH201400000360,GHGE71FL,GH,2014,360,GH2014DHS,16926.27344,19243.47852,21690.41211,1185.456035,1346.950043,1531.347364,1726.068153,5495.8125,0.033066692,0.067972918,0.088834375,5,2248,2274,2437,2542,2787,2634,2744,39.25,8,0.153035767,0.186447983,0.598381134,0.61765641,0.575265527,0.601656973,0.323410243,1.00793832,1888,66761.38084,67287.41798,140162.6031,977,853,1009,946,883,1115,921,0.011944543570280075,0,0,0,31.32500076,25.71500015,26.95800018,30.02300072,27.63299942,26.24499893,27.48999977,31.82500076,29.74200058,28.06999969,27.72500038,26.26300049,59.5,322.2649536,388.8953247,466.3518677,550.6804199,25.64503018,30.94730664,37.11110248,43.82175545
GH201400000361,GHGE71FL,GH,2014,361,GH2014DHS,25315.06836,28780.69531,32440.34961,1772.977363,2014.509132,2290.294962,2581.520998,6305.866667,0.432864666,0.534825802,0.923136075,-9999,2716,2607,2689,2764,2811,2772,2740,61.6,10.0,0.049070042,0.09215635,0.47281561,0.372459292,0.182600304,0.171085,0.1715139,9.89074925,1477.866667,12247.78902,110059.531,69812.84645,891,761,1085,675,821,963,733,0.07190167903900146,3,3,3,28.18000031,24.98900032,27.4090004,28.26600075,27.42099953,25.23699951,26.37800026,28.3560009,27.53299904,27.36899948,26.57999992,25.75399971,20.8,10200.28125,12120.35742,14311.33789,16639.91406,811.7125909,964.5073977,1138.860084,1324.162288
GH201400000362,GHGE71FL,GH,2014,362,GH2014DHS,96439.32031,109641.8438,123583.5156,6754.267211,7674.397268,8725.020705,9834.463696,8793.333333,0.886445463,0.935193777,0.963858783,-9999,2896,2848,2838,2753,2607,2478,2446,83,12,0.021919141,0.053779491,0.266713054,0.235721156,0.196692675,0.21107845,0.150268331,19.85323546,1647.666667,159335.8356,10184.69048,28398.14749,1525,1127,1376,1125,1223,1362,1054,0.30521701176961263,3,3,3,27.46100044,24.52599907,26.2840004,27.65099907,26.47699928,24.87899971,25.83200073,27.71700096,26.88599968,26.65399933,25.86400032,25.15299988,14.73333333,62172.25391,81863.39063,107113.3906,138007.9219,4947.510766,6514.481639,8523.812793,10982.32148
GH201400000363,GHGE71FL,GH,2014,363,GH2014DHS,66176.03125,75235.51563,84802.20313,185.3893476,210.6448498,239.4820842,269.9337963,9190.474926,0.100212827,0.133415433,0.153709859,-9999,3629.7,3720.4,3865,3950.7,4215.2,4383.2,4340.5,37.76595745,11.0,0.001907911,0.059855663,0.498735024,0.524576811,0.441643201,0.401035309,0.296793864,0.192128402,1423.265487,7700.658955,27966.73012,148209.8337,1312.1,1057.4,1322.6,953.1,1166.9,1454.2,986.4,0.07979202270507812,0,1,1,27.71606064,24.36846924,27.09619522,27.82704163,26.79860306,25.00433731,26.03212357,27.87567329,27.25774384,26.93352127,25.93411255,25.18229675,133.8584071,68419.875,77481.5625,87194.03125,96625.92188,217.7872262,246.6314734,277.5472216,307.569862
GH201400000364,GHGE71FL,GH,2014,364,GH2014DHS,55422.69531,63010.05469,71022.1875,155.2643259,176.4159184,200.5672334,226.0706442,8790.616216,0.005674877,0.009299488,0.022016163,-9999,4654,4688.1,4753,4482.5,4845.3,5197.5,5134.7,30.34417344,12.0,0.173270371,0.214157363,0.672886779,0.566213029,0.380676814,0.399136714,0.319228853,0.299934893,1640.913514,60397.97724,120044.704,49419.74703,1588.7,1323.7,1678,1218,1317,1547.3,1136.3,0.4409672917546453,0,0,0,27.21624947,24.36599922,26.44874954,27.23074913,26.08575058,24.63275146,25.48750114,27.40974998,26.64375114,26.19149971,25.68600082,25.07625008,79.67297297,97240.35938,105255.3828,113827.8594,121862.0313,309.5256773,335.0382892,362.3253297,387.8988931
GH201400000365,GHGE71FL,GH,2014,365,GH2014DHS,30239.21484,34378.95703,38750.46484,84.71388027,96.25441034,109.431619,123.3465605,7736.259563,0.002057194,0.002725835,0.003132625,-9999,3821.8,3782.2,3793.4,3791.2,4066.8,4181.7,4200.6,16.70491803,11.0,0.215710016,0.278749103,0.794497185,0.518769073,0.282333501,0.555411084,0.372968833,0.03134992,1778.461749,78450.50552,15451.15158,20128.33756,1613.090909,1284.363636,1575.454545,1144.909091,1104.181818,1440.545455,1030.363636,0.293205198694448,0,0,0,28.32899984,25.08533223,26.67900085,28.49966685,26.99966685,25.42533366,26.38999939,28.77600098,27.58566793,27.10100047,26.44200134,25.88566589,285.8825137,10923.42773,13820.17188,17375.19141,21510.58398,34.77035037,43.99097338,55.306952,68.47031538
GH201400000366,GHGE71FL,GH,2014,366,GH2014DHS,52385.62891,59557.21094,67130.29688,3668.902851,4168.715894,4739.412259,5342.05929,5356.142857,0.721161524,0.816793283,0.815984646,-9999,1795,1718,1682,1992,2240,2358,2333,78.42857143,10,0.029069199,0.039956803,0.260370134,0.307218879,0.150557518,0.102830678,0.113568597,14.8465296,1481.071429,5154.437087,139135.2692,50093.9052,701,617,879,588,719,910,663,0.12721405710492814,3,3,3,28.54285812,25.23857117,27.86142731,28.67285728,27.84857178,25.47285652,26.60428619,28.79285622,27.75857162,27.90857124,26.97999954,26.0014286,4.5,15168.54883,18023.82813,21281.96094,24744.73047,1207.074763,1434.29067,1693.564641,1969.123085
GH201400000367,GHGE71FL,GH,2014,367,GH2014DHS,60482.49219,68762.53906,77506.14063,169.4391625,192.5217521,218.8779598,246.709708,4655.582888,0.000338555,0.000698851,0.001868414,5,2087.111111,2120,2255.666667,2420,2549.333333,2568.444444,2481.222222,32.12566845,8.0,0.126625089,0.218727286,0.661924444,0.60012143,0.531070641,0.594309943,0.358967168,0.066633398,1917.050802,13229.25517,35676.69045,197406.0297,949.3,745.3,899.4,812.3,899.1,1108.2,920.9,0.218892592159822,0,0,0,32.03133392,26.11233521,27.07700094,29.65499878,27.20633443,26.65333557,28.17500051,31.93733215,30.52066549,28.43466695,28.20399984,26.56266785,207.1791444,43476.99219,46616.42578,49705.79688,52228.46094,138.3915644,148.3846918,158.2184655,166.2483546
GH201400000368,GHGE71FL,GH,2014,368,GH2014DHS,48727.0625,55397.78906,62441.98438,3412.670231,3877.57643,4408.415983,4968.975235,4717.928571,0.205619097,0.257124186,0.350165447,5,1744,1819,1927,2052,2180,2278,2269,66.21428571,7,0.039556495,0.132146654,0.538325633,0.516917408,0.567527354,0.614045322,0.261783808,4.914967021,1946.357143,7411.406622,56012.3006,236988.8989,874,798,957,848,916,1033,1008,0.19409748486110143,3,3,3,31.43000031,25.7140007,26.82999992,29.0720005,27.04999924,26.17099953,27.58600044,31.26099968,29.90699959,28.13700104,27.8029995,26.16500092,3.5,2201.256836,2335.935059,2463.280029,2557.829102,175.1704532,185.8878057,196.0215964,203.5455726
